Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	F[105]	F[106]	F[107]	F[108]	F[109]	F[110]	F[111]	F[112]	F[113]	F[114]	F[115]	F[116]	F[117]	F[118]	F[119]	F[120]	F[121]	F[122]	F[123]	F[124]	F[125]	F[126]	F[127]	F[128]	F[129]	F[130]	F[131]	F[132]	F[133]	F[134]	F[135]	F[136]	F[137]	F[138]	F[139]	F[140]	F[141]	F[142]	fossilization[1]	fossilization[2]	fossilization[3]	fossilization[4]	fossilization[5]	fossilization[6]	fossilization[7]	fossilization[8]	fossilization[9]	fossilization_mean	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation_mean	speciation_sd	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	t[110]	t[111]	t[112]	t[113]	t[114]	t[115]	t[116]	t[117]	t[118]	t[119]	t[120]	t[121]	t[122]	t[123]	t[124]	t[125]	t[126]	t[127]	t[128]	t[129]	t[130]	t[131]	t[132]	t[133]	t[134]	t[135]	t[136]	t[137]	t[138]	t[139]	t[140]	t[141]	t[142]
200	-1468.079	-1464.249	-3.829634	1.948658	0.006493825	0.6636328	0.238556	0.238556	0.238556	0.238556	0.238556	0.238556	0.238556	0.238556	0.238556	0.238556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0574086	0.0574086	0.0574086	0.0574086	0.0574086	0.0574086	0.0574086	0.0574086	0.0574086	0.05740856	60	145.6462	0.287068	0.649441	1.06865	1.99484	0.0401027	0.0674781	0.0923962	0.11929	0.150841	0.190736	0.246255	0.337191	0.567368	0.150841	0.831513	98.1128	93.5	97.6004	59.4019	47.8	42.9907	37.9385	37.9385	33.9	33.9	23.03	23.03	24.6752	25.9838	27.5772	27.1613	23.03	23.03	21.3617	15.0552	17.147	17.5462	19.6693	19.1512	14.6196	16.7573	14.0101	13.82	14.6367	17.0892	16.1268	13.82	16.4182	14.3637	13.82	16.3721	15.0665	13.82	15.97	17.1069	13.82	16.2838	19.8352	14.3939	18.2827	15.3069	20.3745	19.0738	16.5514	16.6949	14.1534	16.5514	18.2827	16.627	13.82	16.4682	14.146	13.82	14.1667	16.0043	13.82	15.97	14.5028	14.1261	15.8429	13.9995	13.65	15.5258	15.3677	15.3468	14.8481	10.394	15.3468	14.6117	12.3449	11.147	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.147	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	13.65	15.97	16.4762	20.44	20.0091	18.3185	21.7489	15.97	22.2198	15.97	17.9608	20.44	15.97	25.4973	28.1996	32.5458	30.7345	33.9	36.8642	35.8856	37.0173	35.7075	33.9	36.7788	36.9592	36.3302	35.8975	34.3573	33.9	33.9	34.2942	33.9	33.9	44.3741	47.8	51.9788	51.9939	49.5275	47.8	47.8	49.1367	59.2	97.0553	93.5	98.1128	98.1213	94.4517	112.03	113.272	125	135.804
210	-1477.705	-1473.012	-4.692456	1.223476	0.009645047	0.6616496	0.387423	0.387423	0.387423	0.387423	0.387423	0.387423	0.387423	0.387423	0.387423	0.3874231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531043	0.0531043	0.0531043	0.0531043	0.0531043	0.0531043	0.0531043	0.0531043	0.0531043	0.05310431	58	145.7643	0.179281	0.534967	1.02901	2.25674	0.0317581	0.0575861	0.0824941	0.110489	0.144503	0.188989	0.253122	0.362606	0.657505	0.1445029	0.9510007	98.1128	93.5	97.9557	59.4019	47.8	48.4885	37.9385	37.9385	33.9	33.9	23.03	23.03	24.6752	25.9838	27.5772	27.1613	23.03	23.03	21.3617	15.0552	17.147	17.5462	19.6693	19.1512	14.6196	16.7573	14.0101	13.82	14.6367	16.1944	16.1268	13.82	16.4182	14.3637	13.82	16.0733	15.0665	13.82	15.97	17.1069	13.82	16.2838	19.8352	14.3939	19.0827	15.3069	20.3745	19.0738	16.5514	16.6949	14.1534	16.5514	19.0827	16.627	13.82	16.4682	14.146	13.82	14.1667	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	13.9995	13.65	15.5258	15.3677	15.3468	14.8481	10.394	15.3468	13.8772	12.3449	11.147	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.147	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.8778	15.97	16.4762	20.44	20.0091	18.3185	21.7489	15.97	22.2198	15.97	17.9608	20.44	15.97	25.4973	28.1996	32.5458	29.6569	33.9	36.8642	35.8856	37.0173	35.7075	33.9	36.7788	36.9592	36.3302	35.8975	34.3573	33.9	33.9	34.2942	33.9	33.9	44.3741	47.8	51.9788	51.3907	49.5275	47.8	47.8	49.1367	59.2	97.0553	93.5	98.1128	98.1213	95.2537	112.03	113.272	125	135.804
220	-1473.918	-1468.159	-5.758982	2.384185	0.008580898	0.6840578	0.362799	0.362799	0.362799	0.362799	0.362799	0.362799	0.362799	0.362799	0.362799	0.3627993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0446974	0.0446974	0.0446974	0.0446974	0.0446974	0.0446974	0.0446974	0.0446974	0.0446974	0.04469737	59	145.0392	0.335194	0.690502	1.07718	1.89712	0.0215519	0.0442044	0.0682171	0.0970648	0.134201	0.185545	0.264008	0.407423	0.835652	0.1342009	1.147911	98.1128	93.771	97.9557	59.4019	47.8	48.4885	37.9783	37.9783	33.9	33.9	23.03	23.03	24.6752	25.9838	27.5772	27.1613	23.03	23.03	21.3617	15.0552	17.147	14.437	19.6693	19.1512	14.6196	16.7573	14.9311	13.82	16.441	16.1944	16.1268	13.82	15.9716	14.3637	13.82	16.0733	15.0665	13.82	15.97	17.1069	13.82	16.2838	19.8352	14.3939	19.0883	15.3069	20.3745	19.337	16.5514	16.6949	14.1534	16.5514	19.0883	16.627	13.82	16.4682	14.146	13.82	15.0706	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	13.9995	13.65	15.5258	15.3677	15.4054	14.8481	8.68548	15.4054	13.8772	12.3449	11.147	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.147	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.8778	15.97	16.4762	20.44	20.0091	18.3185	21.6928	15.97	22.2198	15.97	17.9608	20.44	15.97	25.4973	28.1996	32.5458	29.6569	33.9	36.8642	35.8856	37.0173	35.7075	33.9	36.7788	36.9592	36.3302	35.8975	34.3573	33.9	33.9	34.2942	34.7646	33.9	44.3741	47.8	51.9788	51.3907	49.5275	47.8	47.8	49.1367	59.2	97.0553	93.5	98.1128	98.1213	94.9088	112.03	113.272	125	135.804
230	-1464.377	-1459.152	-5.224905	1.939711	0.006847911	0.677183	0.356406	0.356406	0.356406	0.356406	0.356406	0.356406	0.356406	0.356406	0.356406	0.3564056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0404199	0.0404199	0.0404199	0.0404199	0.0404199	0.0404199	0.0404199	0.0404199	0.0404199	0.04041989	62	145.1074	0.28597	0.648446	1.06841	1.99718	0.0196267	0.0412123	0.0645082	0.092852	0.129743	0.181292	0.260948	0.408453	0.857673	0.1297432	1.185441	99.2211	94.3835	97.9557	59.4019	47.8	48.4885	37.9783	37.9783	33.9	33.9	23.03	23.03	24.6752	25.9838	27.5772	27.1613	23.03	23.03	21.3617	15.0552	17.147	14.437	19.6693	19.1512	14.6196	16.7573	14.9311	13.82	16.441	16.1944	16.3326	13.82	15.9716	14.3637	13.82	16.9001	15.0665	13.82	15.97	17.1069	13.82	16.2838	19.8352	14.3939	19.0883	19.0847	20.3745	17.2196	16.5514	16.6949	14.1534	16.5514	19.0883	16.627	13.82	17.6223	14.2475	13.82	15.0706	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	13.9995	13.65	15.5258	15.3677	15.7004	14.8481	8.68548	15.7004	13.8772	12.3449	11.147	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.147	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.8778	15.97	16.4762	20.44	20.0091	18.3185	21.6928	15.97	22.2198	15.97	17.9608	20.44	15.97	26.2965	28.1996	32.5458	29.6569	33.9	36.8642	35.8856	37.0173	35.7075	33.9	36.7788	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.3165	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	97.0553	93.5	99.2211	98.1213	94.9088	112.03	114.004	125	135.804
240	-1478.47	-1473.234	-5.235525	1.677359	0.007627404	0.4655168	0.40284	0.40284	0.40284	0.40284	0.40284	0.40284	0.40284	0.40284	0.40284	0.4028401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391867	0.0391867	0.0391867	0.0391867	0.0391867	0.0391867	0.0391867	0.0391867	0.0391867	0.03918666	60	145.4719	0.251467	0.615642	1.05934	2.07355	0.0224698	0.044497	0.0672278	0.0940224	0.127952	0.174127	0.243527	0.367931	0.728614	0.1279524	1.091806	99.2211	94.3835	97.9557	59.4019	47.8	48.4885	37.9783	37.9783	33.9	36.1311	23.03	23.03	24.6752	25.9838	27.5772	27.1613	23.03	23.03	21.3617	15.0552	17.147	14.437	19.6693	19.1512	14.6196	16.7573	16.3251	13.82	16.441	16.1944	16.3326	13.82	16.2983	14.3637	13.82	16.6439	15.0389	13.82	15.97	17.8255	13.82	16.1193	19.8352	14.3939	19.0883	19.0847	20.3745	17.2196	16.6982	16.6949	14.1534	16.6982	19.0883	16.627	13.82	17.6223	14.5617	13.82	15.0706	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8628	13.65	15.5258	15.3677	15.7004	14.8481	8.68548	15.7004	13.697	12.3449	11.1538	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.1538	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.7719	15.97	16.394	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	20.44	15.97	26.2965	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	36.9253	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	37.2168	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	97.0553	93.5	99.2211	98.1213	94.9088	112.03	113.432	125	135.804
250	-1477.14	-1472.918	-4.221375	1.859389	0.006163424	0.5930267	0.272443	0.272443	0.272443	0.272443	0.272443	0.272443	0.272443	0.272443	0.272443	0.2724431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0573036	0.0573036	0.0573036	0.0573036	0.0573036	0.0573036	0.0573036	0.0573036	0.0573036	0.05730359	60	146.9439	0.275892	0.639177	1.06604	2.01889	0.0213837	0.0423462	0.0639783	0.0894777	0.121768	0.16571	0.231756	0.350146	0.693395	0.1217677	1.091806	99.2211	94.3835	97.9557	59.4019	47.8	48.4885	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.0552	17.7048	14.437	18.378	19.1512	14.6196	16.7573	16.3251	13.82	16.441	16.4328	16.3326	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	17.9718	13.82	16.1193	19.8352	14.3939	19.0883	19.0847	20.3745	17.2196	16.6982	16.6949	14.1534	16.6982	19.0883	16.627	13.82	17.6223	14.9861	13.82	15.0706	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8628	13.65	15.5258	15.3677	15.851	14.8481	8.68548	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	7.49899	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.7719	15.97	16.2771	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	26.2965	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5686	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.4416	93.5	99.2211	98.1213	94.9088	112.03	113.432	125	135.804
260	-1482.886	-1479.161	-3.724798	1.26555	0.007108181	0.6096507	0.283381	0.283381	0.283381	0.283381	0.283381	0.283381	0.283381	0.283381	0.283381	0.283381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495795	0.0495795	0.0495795	0.0495795	0.0495795	0.0495795	0.0495795	0.0495795	0.0495795	0.04957952	59	146.6864	0.186731	0.544232	1.03307	2.23596	0.0283242	0.0533213	0.0781337	0.106592	0.141784	0.188594	0.257285	0.377009	0.709732	0.1417837	1.0109	99.2211	94.1702	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	17.7048	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3326	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.1193	19.8352	14.3939	19.8637	19.0847	20.3745	17.2196	16.6982	16.6949	14.1534	16.6982	19.8637	16.627	13.82	17.6223	14.9861	13.82	15.0706	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8628	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	10.1329	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.7719	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.4416	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	135.804
270	-1471.395	-1468.014	-3.381381	1.218001	0.009191703	0.5349926	0.284306	0.284306	0.284306	0.284306	0.284306	0.284306	0.284306	0.284306	0.284306	0.2843058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045269	0.045269	0.045269	0.045269	0.045269	0.045269	0.045269	0.045269	0.045269	0.045269	57	145.4426	0.1783	0.533727	1.02846	2.25952	0.0230805	0.0433721	0.0634861	0.0865335	0.11501	0.152857	0.208348	0.30497	0.57309	0.1150097	1.008039	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
280	-1468.336	-1464.563	-3.773128	0.8476471	0.01024322	0.6600333	0.324138	0.324138	0.324138	0.324138	0.324138	0.324138	0.324138	0.324138	0.324138	0.3241384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550747	0.0550747	0.0550747	0.0550747	0.0550747	0.0550747	0.0550747	0.0550747	0.0550747	0.05507472	57	145.4426	0.10565	0.425632	0.969331	2.49939	0.0231576	0.0455074	0.0684354	0.0953503	0.12931	0.175364	0.244333	0.367436	0.722054	0.1293099	1.079505	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
290	-1471.223	-1465.285	-5.937827	2.886087	0.008476563	0.5706682	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3346	0.3345997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	0.0561417	57	145.4426	0.380253	0.725019	1.08189	1.81284	0.02616	0.0501638	0.0743304	0.102326	0.137246	0.184083	0.253415	0.375498	0.720047	0.1372459	1.040374	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
