Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	F[105]	F[106]	F[107]	F[108]	F[109]	F[110]	F[111]	F[112]	F[113]	F[114]	F[115]	F[116]	F[117]	F[118]	F[119]	F[120]	F[121]	F[122]	F[123]	F[124]	F[125]	F[126]	F[127]	F[128]	F[129]	F[130]	F[131]	F[132]	F[133]	F[134]	F[135]	F[136]	F[137]	F[138]	F[139]	F[140]	F[141]	F[142]	fossilization[1]	fossilization[2]	fossilization[3]	fossilization[4]	fossilization[5]	fossilization[6]	fossilization[7]	fossilization[8]	fossilization[9]	fossilization_mean	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation_mean	speciation_sd	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	t[110]	t[111]	t[112]	t[113]	t[114]	t[115]	t[116]	t[117]	t[118]	t[119]	t[120]	t[121]	t[122]	t[123]	t[124]	t[125]	t[126]	t[127]	t[128]	t[129]	t[130]	t[131]	t[132]	t[133]	t[134]	t[135]	t[136]	t[137]	t[138]	t[139]	t[140]	t[141]	t[142]
500	-1469.833	-1465.798	-4.034345	1.918844	0.008193027	0.5832677	0.266608	0.266608	0.266608	0.266608	0.266608	0.266608	0.266608	0.266608	0.266608	0.2666083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517136	0.0517136	0.0517136	0.0517136	0.0517136	0.0517136	0.0517136	0.0517136	0.0517136	0.05171365	57	145.4426	0.283391	0.646097	1.06782	2.00269	0.0220691	0.0423406	0.0627574	0.0864156	0.115932	0.155531	0.214163	0.317433	0.609011	0.1159323	1.041181	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
510	-1471.392	-1468.153	-3.238396	1.179452	0.008555371	0.435369	0.259506	0.259506	0.259506	0.259506	0.259506	0.259506	0.259506	0.259506	0.259506	0.259506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0533713	0.0533713	0.0533713	0.0533713	0.0533713	0.0533713	0.0533713	0.0533713	0.0533713	0.05337132	57	145.4426	0.17131	0.524761	1.02436	2.27956	0.0240153	0.0452585	0.0663624	0.0905815	0.120546	0.160422	0.218969	0.321073	0.605085	0.1205458	1.012629	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
520	-1467.743	-1464.107	-3.636214	0.976674	0.007888835	0.6698596	0.296526	0.296526	0.296526	0.296526	0.296526	0.296526	0.296526	0.296526	0.296526	0.2965259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0523373	0.0523373	0.0523373	0.0523373	0.0523373	0.0523373	0.0523373	0.0523373	0.0523373	0.05233725	57	145.4426	0.132276	0.469627	0.996025	2.40207	0.0276504	0.0525992	0.0775633	0.106358	0.14214	0.18996	0.26048	0.384107	0.730684	0.1421398	1.027587	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
530	-1467.676	-1463.371	-4.305317	1.259931	0.006593297	0.5938699	0.330856	0.330856	0.330856	0.330856	0.330856	0.330856	0.330856	0.330856	0.330856	0.3308558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053249	0.053249	0.053249	0.053249	0.053249	0.053249	0.053249	0.053249	0.053249	0.05324904	57	145.4426	0.185746	0.543021	1.03255	2.23868	0.0317951	0.0589053	0.0854861	0.11571	0.152805	0.201793	0.273138	0.39639	0.734373	0.1528053	0.9853341	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
540	-1468.421	-1463.906	-4.514916	1.85923	0.006637277	0.6818626	0.293466	0.293466	0.293466	0.293466	0.293466	0.293466	0.293466	0.293466	0.293466	0.2934665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562234	0.0562234	0.0562234	0.0562234	0.0562234	0.0562234	0.0562234	0.0562234	0.0562234	0.05622343	57	145.4426	0.275871	0.639158	1.06603	2.01894	0.0308464	0.0571477	0.0829354	0.112257	0.148246	0.195772	0.264988	0.384562	0.712461	0.1482459	0.9853341	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
550	-1468.966	-1463.857	-5.108183	2.184788	0.008050017	0.680827	0.320798	0.320798	0.320798	0.320798	0.320798	0.320798	0.320798	0.320798	0.320798	0.320798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0464256	0.0464256	0.0464256	0.0464256	0.0464256	0.0464256	0.0464256	0.0464256	0.0464256	0.04642564	57	145.4426	0.314378	0.673327	1.07399	1.9383	0.0294204	0.0558734	0.0823089	0.112773	0.150601	0.201116	0.275554	0.405927	0.770911	0.1506006	1.024933	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
560	-1468.938	-1464.165	-4.773269	1.215961	0.009848651	0.680827	0.362856	0.362856	0.362856	0.362856	0.362856	0.362856	0.362856	0.362856	0.362856	0.3628555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0575076	0.0575076	0.0575076	0.0575076	0.0575076	0.0575076	0.0575076	0.0575076	0.0575076	0.05750763	57	145.4426	0.177933	0.533263	1.02825	2.26055	0.0307733	0.0587157	0.0867395	0.119116	0.159405	0.213322	0.292947	0.432764	0.825716	0.1594053	1.032376	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
570	-1467.251	-1462.648	-4.602972	1.160249	0.008489875	0.680827	0.363959	0.363959	0.363959	0.363959	0.363959	0.363959	0.363959	0.363959	0.363959	0.363959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454444	0.0454444	0.0454444	0.0454444	0.0454444	0.0454444	0.0454444	0.0454444	0.0454444	0.04544443	57	145.4426	0.167775	0.520135	1.0222	2.28989	0.0318162	0.0601984	0.0884804	0.121007	0.161325	0.215075	0.29414	0.432331	0.817999	0.1613247	1.01897	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
580	-1469.558	-1465.712	-3.845983	1.173396	0.01005318	0.5074894	0.31102	0.31102	0.31102	0.31102	0.31102	0.31102	0.31102	0.31102	0.31102	0.3110201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0578753	0.0578753	0.0578753	0.0578753	0.0578753	0.0578753	0.0578753	0.0578753	0.0578753	0.05787527	57	145.4426	0.170199	0.523314	1.02369	2.2828	0.0299774	0.0543426	0.077835	0.104235	0.136307	0.178248	0.238705	0.341898	0.619788	0.1363071	0.9505706	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
590	-1469.277	-1464.806	-4.471012	1.569073	0.008117163	0.5787775	0.312506	0.312506	0.312506	0.312506	0.312506	0.312506	0.312506	0.312506	0.312506	0.3125061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0678138	0.0678138	0.0678138	0.0678138	0.0678138	0.0678138	0.0678138	0.0678138	0.0678138	0.06781378	57	145.4426	0.235798	0.599664	1.05423	2.1103	0.0325088	0.0589491	0.0844481	0.113107	0.14793	0.193473	0.259133	0.371223	0.67315	0.14793	0.9510487	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
